30,880,240
4,921,72
90,401,74
10,724,81
75,588,193
11,354,308
9,589,89
41,217,210
56,905,224
9,387,190
42,144,150
4,83,70
29,237,238
28,993,178
80,154,299
80,700,94
79,521,312
54,747,222
100,258,126
41,504,189
26,800,117
42,399,309
81,498,36
6,96,314
24,398,31
82,727,284
37,901,148
19,733,320
14,835,331
22,994,46
55,21,338
15,130,268
28,899,196
65,875,18
5,879,78
91,279,22
8,346,14
63,321,266
59,734,309
10,53,74
58,997,211
79,975,131
39,921,11
25,963,1
22,551,288
6,970,107
40,125,297
47,831,251
98,168,187
42,661,52
100,118,67
45,389,125
11,272,296
37,286,105
56,23,333
22,393,259
90,45,16
49,378,54
58,580,167
7,332,224
87,943,124
82,240,197
35,344,79
73,552,1
64,471,227
29,840,126
66,231,150
91,325,54
3,675,120
82,492,117
5,192,116
30,37,250
33,321,167
20,124,284
87,398,105
91,921,22
89,249,129
94,991,315
16,428,40
55,218,126
47,572,2
34,885,322
62,888,278
100,208,121
81,838,102
39,223,121
21,641,139
68,514,253
20,986,314
37,494,216
16,818,295
20,346,158
99,471,54
35,639,61
77,468,190
41,789,188
42,952,95
8,15,159
61,937,82
75,466,220
75,446,30
4,19,119
11,51,26
13,274,236
24,998,267
8,248,38
69,609,34
25,717,278
33,504,267
52,454,170
62,390,59
93,268,248
84,675,41
52,754,237
57,612,70
42,88,246
41,104,144
69,712,166
28,309,236
89,232,197
14,449,178
21,125,242
3,493,13
42,516,325
20,239,329
97,872,94
35,887,325
13,987,261
70,120,247
72,358,28
20,594,63
97,32,208
29,982,34
95,381,76
89,370,94
65,486,190
89,433,311
89,825,321
25,371,66
18,706,97
98,962,314
89,529,77
12,322,176
34,993,302
23,651,111
73,485,129
71,794,39
40,464,187
81,512,22
12,39,84
75,546,105
79,981,299
96,900,86
58,505,223
55,331,251
20,987,180
8,619,163
68,756,17
30,379,305
20,639,11
6,609,188
66,582,186
97,791,187
48,381,1
26,258,169
58,684,227
57,104,288
82,741,75
16,982,31
13,977,234
71,530,271
32,735,225
81,901,9
40,398,37
46,457,257
84,223,22
32,769,211
6,226,173
87,830,123
86,469,210
22,832,50
78,859,145
100,481,53
7,516,22
48,423,145
40,208,90
26,377,324
14,504,260
50,922,307
98,836,89
37,11,218
4,964,312
6,287,317
80,217,269
59,274,199
78,707,25
43,97,9
62,727,257
62,511,306
58,196,68
99,389,232
94,236,251
30,215,306
31,379,321
92,772,203
5,387,129
47,409,150
87,8,184
58,376,182
36,246,45
23,234,168
44,58,53
65,117,291
82,289,228
59,544,212
24,703,9
37,510,97
65,434,19
21,854,121
46,358,282
19,50,122
54,899,325
95,758,307
44,307,119
45,743,253
19,805,111
17,710,87
32,288,111
3,75,168
46,417,275
33,285,329
33,279,82
70,711,150
74,620,108
97,39,153
44,474,242
86,678,145
30,58,121
12,259,138
13,70,39
23,40,186
81,485,219
94,304,185
61,657,244
94,491,162
11,333,312
73,337,289
17,77,2
3,708,279
48,825,292
71,834,288
89,242,56
55,805,261
2,5,236
42,941,304
23,55,279
90,179,266
40,933,283
99,251,35
98,829,99
45,688,182
28,979,321
46,721,88
22,101,239
20,582,233
21,796,208
4,645,70
20,8,200
27,305,96
25,635,55
19,640,136
92,771,189
56,154,174
49,246,225
100,919,244
28,222,256
6,785,140
5,339,70
90,435,81
91,468,190
18,259,84
44,170,300
15,372,159
78,530,136
32,333,255
95,825,170
23,838,57
76,62,98
86,585,312
6,406,31
7,245,235
19,207,288
8,897,149
55,840,47
35,602,206
80,564,284
54,486,89
86,496,91
24,410,294
11,210,242
15,236,55
68,563,154
29,937,59
100,106,121
25,921,192
73,877,81
13,417,20
16,352,220
15,379,202
24,454,181
16,200,273
10,442,51
95,188,142
2,169,169
62,838,78
62,384,56
74,20,114
17,988,260
5,251,253
21,548,156
19,109,119
62,381,174
87,621,55
6,520,52
63,35,309
27,827,295
68,44,275
51,328,88
81,820,30
69,394,146
22,150,313
3,542,153
98,2,334
13,426,309
53,389,53
41,759,268
57,34,329
14,205,116
83,207,281
55,274,82
64,679,14
90,155,226
52,862,91
14,262,135
4,595,120
21,498,144
16,7,154
60,170,2
36,888,56
25,766,28
14,246,327
30,850,152
2,259,285
37,567,41
31,201,282
43,324,334
57,658,325
89,880,283
63,647,248
74,420,265
67,28,232
100,33,187
77,222,53
94,628,302
46,923,162
41,927,130
72,163,329
62,472,27
4,916,331
18,160,98
85,402,250
18,189,139
35,62,252
45,815,220
77,377,218
87,485,305
78,801,121
1,908,77
16,772,75
58,487,140
63,707,339
43,738,99
42,121,275
97,899,331
57,247,70
45,411,278
85,723,117
5,158,336
96,437,258
62,766,129
67,55,56
16,107,232
31,596,247
54,428,278
100,409,156
73,759,314
34,293,179
35,656,272
86,866,162
65,727,204
70,845,274
42,934,221
32,546,103
34,257,170
53,465,261
28,870,257
23,801,11
21,11,20
45,765,285
49,730,214
38,85,319
2,768,135
34,285,247
33,494,202
27,102,104
52,120,267
83,823,122
54,441,79
6,88,239
50,319,103
65,823,231
82,361,119
99,776,113
92,271,340
13,766,106
80,70,33
9,892,166
42,172,297
14,793,116
67,766,178
30,17,81
61,187,119
41,498,63
22,127,302
44,714,92
81,118,256
89,619,301
63,415,25
36,797,222
15,847,331
80,651,97
11,616,52
90,473,167
64,456,165
70,719,127
48,177,232
50,579,104
36,881,173
65,971,44
13,165,59
85,940,103
64,399,175
47,478,286
86,978,175
3,894,269
29,632,188
79,796,204
23,691,108
10,627,20
14,162,277
8,371,90
74,810,261
60,61,126
31,932,230
14,594,160
37,11,101
81,952,138
19,689,81
61,427,311
10,904,167
100,724,323
51,193,47
5,112,140
13,429,62
21,494,182
4,710,105
38,20,197
31,327,182
91,890,94
26,267,244
68,639,120
76,268,55
9,562,103
55,715,129
26,281,51
54,888,69
7,827,244
8,268,217
47,257,322
85,286,218
97,506,301
1,669,281
31,989,275
67,258,317
62,639,232
99,240,275
97,518,106
39,437,81
42,118,278
10,286,15
